Slug,Name,URL,Category,Rating,Reviews,Installs,Developer,Description,Has Free Version,Icon URL,Last Updated,Scraped At
hotels-airbnbs-map,Hotels & Airbnbs Map,https://www.wix.com/app-market/web-solution/hotels-airbnbs-map,Design & Content,3.9,14,,Stay22,Easily book hotels and Airbnb on one map,true,https://static.wixstatic.com/media/6dad1e_c0a56296b21d4100a8e72efcdbd77caf~mv2.jpg/v1/fill/6dad1e_c0a56296b21d4100a8e72efcdbd77caf~mv2.jpg,,2025-07-06T20:57:09.157Z
kliken-google-for-merchants,Kliken: Google Listings & Ads,https://www.wix.com/app-market/web-solution/kliken-google-for-merchants,Marketing,2.5,66,,Kliken,Grow your sales on Google Shopping,true,https://static.wixstatic.com/media/b284b3_712be0595dc94791bb09d4ac454bc7a6~mv2.png/v1/fill/b284b3_712be0595dc94791bb09d4ac454bc7a6~mv2.png,,2025-07-06T20:57:09.615Z
hit-counter,Hit Counter,https://www.wix.com/app-market/web-solution/hit-counter,Other,4.5,224,,POWR,Build trust with real-time visit stats,true,https://static.wixstatic.com/media/829a0c_825001a9f710443396bb8fb7059f2699~mv2.png/v1/fill/829a0c_825001a9f710443396bb8fb7059f2699~mv2.png,,2025-07-06T20:57:09.971Z
storemetrics,StoreMetrics,https://www.wix.com/app-market/web-solution/storemetrics,Marketing,4.4,45,,StoreMetrics,Increase sales with ecommerce analytics.,true,https://static.wixstatic.com/media/066b96_e7ebcec2b6754332b9b99ccc1c054a33~mv2.png/v1/fill/066b96_e7ebcec2b6754332b9b99ccc1c054a33~mv2.png,,2025-07-06T20:57:10.038Z
gettraffic,GetTraffic,https://www.wix.com/app-market/web-solution/gettraffic,Other,3.6,106,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",GetTraffic! Drive more visitors to your site!,true,https://static.wixstatic.com/media/4e1c46_748afa77448e49b6a374efad21a6110f~mv2.png/v1/fill/4e1c46_748afa77448e49b6a374efad21a6110f~mv2.png,,2025-07-06T20:57:10.111Z
shown-io,shown.io,https://www.wix.com/app-market/web-solution/shown-io,Marketing,4.5,25,,shown.io,Easily create and manage ads on all platforms,true,https://static.wixstatic.com/media/4d5169_c65d4291f9474ec6b2c49f545c0d75d7~mv2.png/v1/fill/4d5169_c65d4291f9474ec6b2c49f545c0d75d7~mv2.png,,2025-07-06T20:57:10.168Z
retarget-online-ads,Retarget Online Ads,https://www.wix.com/app-market/web-solution/retarget-online-ads,Marketing,4,51,,AdTechium LLC,Reconnect with your visitors in ONE click,true,https://static.wixstatic.com/media/211cf1_cfca1be4286e4c9bb99156944939acb7~mv2.png/v1/fill/211cf1_cfca1be4286e4c9bb99156944939acb7~mv2.png,,2025-07-06T20:57:10.321Z
pixel-conversion-all-channel,Pixel Conversion & All Channel,https://www.wix.com/app-market/web-solution/pixel-conversion-all-channel,Marketing,5,55,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""","Track ads: Facebook Pixel, Snapchat, TikTok & X",true,https://static.wixstatic.com/media/fd1e54_261775a0b79f4ebca5ebe558b88be192~mv2.png/v1/fill/fd1e54_261775a0b79f4ebca5ebe558b88be192~mv2.png,bypass ad-blockers,2025-07-06T20:57:10.478Z
webstore-ads,Easy Facebook & Instagram Ads,https://www.wix.com/app-market/web-solution/webstore-ads,Marketing,4.3,95,,sixads,"Automated Facebook, Instagram and Google Ads!",true,https://static.wixstatic.com/media/6ab2b5_b2c58ba3120c464581bcde36b3b92220~mv2.png/v1/fill/6ab2b5_b2c58ba3120c464581bcde36b3b92220~mv2.png,,2025-07-06T20:57:10.548Z
virtual-tours,Virtual Tours,https://www.wix.com/app-market/web-solution/virtual-tours,Other,4.3,58,,ViarLive OÜ7 day,Add stunning 360 virtual tours to your website,true,https://static.wixstatic.com/media/df425f_73cda12978224a43a13be0595172006a~mv2.png/v1/fill/df425f_73cda12978224a43a13be0595172006a~mv2.png,,2025-07-06T20:57:10.662Z
web-stat,WEB-STAT,https://www.wix.com/app-market/web-solution/web-stat,Marketing,4.8,450,,WEB-STAT,Full analytics & live view of all visitors.,true,https://static.wixstatic.com/media/454bab_8d24e572416c4c858f496d83fbef3083~mv2.png/v1/fill/454bab_8d24e572416c4c858f496d83fbef3083~mv2.png,,2025-07-06T20:57:10.954Z
pwa,PWA,https://www.wix.com/app-market/web-solution/pwa,Other,4.2,6,5,Pratyoosh7 day,Turn your site/store into an installable app,true,https://static.wixstatic.com/media/b937b1_10ebc04bb30c4b278c7e243add812bcb~mv2.png/v1/fill/b937b1_10ebc04bb30c4b278c7e243add812bcb~mv2.png,,2025-07-06T20:57:11.053Z
my-mobile-app,My Mobile App,https://www.wix.com/app-market/web-solution/my-mobile-app,Other,4,166,,Appswiz,Turn your site into your own native mobile app,true,https://static.wixstatic.com/media/07fa27_7a3f064ae23e44f5b3afb25ab744fbe0~mv2.png/v1/fill/07fa27_7a3f064ae23e44f5b3afb25ab744fbe0~mv2.png,in your app,2025-07-06T20:57:11.205Z
instant-mobile-app,Instant Mobile App,https://www.wix.com/app-market/web-solution/instant-mobile-app,Other,2.8,56,,Beezer14 day,Turn your site into an Instant Mobile App.,true,https://static.wixstatic.com/media/5865dd_7e0ebc9474994622bec2bacee22e05e4~mv2.jpg/v1/fill/5865dd_7e0ebc9474994622bec2bacee22e05e4~mv2.jpg,to show the most recent version of your site.CategoriesMarketingMobileAvailability:This app is available worldwide.App languages:EnglishBApp developed byBeezerVisit our WebsiteContact us for supportPrivacy Policy2.8 Average Rating56 reviews517453725122Sort by:Most recentUSUsaaout/ Mar 6,2025-07-06T20:57:11.288Z
mobilizei,Mobilizei,https://www.wix.com/app-market/web-solution/mobilizei,Other,1,1,,Mobilizei,Sell ​​through your own app,true,https://static.wixstatic.com/media/351f10_b14c52a79fd14ce2a33072e081e0240b~mv2.png/v1/fill/351f10_b14c52a79fd14ce2a33072e081e0240b~mv2.png,,2025-07-06T20:57:11.468Z
visitors-map,Visitors Map,https://www.wix.com/app-market/web-solution/visitors-map,Tools & Widgets,4.4,53,,WEB-STAT,Show off your site traffic on beautiful maps,true,https://static.wixstatic.com/media/f32366_8dead3de39b943c58c5a206fc4ada057~mv2.png/v1/fill/f32366_8dead3de39b943c58c5a206fc4ada057~mv2.png,,2025-07-06T20:57:11.589Z
salesdish-visitors-counter,Salesdish Visitors Counter,https://www.wix.com/app-market/web-solution/salesdish-visitors-counter,Other,3.8,25,,ANTDIY,Recent Orders Counter & Live Visitor Counter.,true,https://static.wixstatic.com/media/e7eb4e_8a4839ae5db8445e934970d222a6bbdc~mv2.jpg/v1/fill/e7eb4e_8a4839ae5db8445e934970d222a6bbdc~mv2.jpg,,2025-07-06T20:57:11.669Z
google-drive,Google Drive,https://www.wix.com/app-market/web-solution/google-drive,Marketing,3,277,,Wix,Share Google Drive content right on your site.,true,https://static.wixstatic.com/media/d2252d_670e558d10674ee2824e21cebdca5020~mv2.png/v1/fill/d2252d_670e558d10674ee2824e21cebdca5020~mv2.png,,2025-07-06T20:57:11.895Z
wix-restaurants-menus,Wix Restaurants Menus,https://www.wix.com/app-market/web-solution/wix-restaurants-menus,Other,2.6,163,,Wix,Showcase your food online,true,https://static.wixstatic.com/media/35359a_3533319c6e6e4cbe8b5a437a8596f76a~mv2.png/v1/fill/35359a_3533319c6e6e4cbe8b5a437a8596f76a~mv2.png,,2025-07-06T20:57:11.954Z
get-google-ads,Get Google Ads + Retargeting,https://www.wix.com/app-market/web-solution/get-google-ads,Marketing,4.4,618,,Kliken,Grow Sales with Google + Kliken Ads in 5 Minutes,true,https://static.wixstatic.com/media/b284b3_e2e0c768d1814e82a8790dc1f71b195f~mv2.png/v1/fill/b284b3_e2e0c768d1814e82a8790dc1f71b195f~mv2.png,,2025-07-06T20:57:12.388Z
tixel-multi-pixels-installer,TiXel ‑ Multiple TikTok Pixels,https://www.wix.com/app-market/web-solution/tixel-multi-pixels-installer,Marketing,5,28,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Track ads sales & events for holiday campaigns,true,https://static.wixstatic.com/media/e4256a_67efac3704ab43db83ec4f68d617f5ab~mv2.png/v1/fill/e4256a_67efac3704ab43db83ec4f68d617f5ab~mv2.png,,2025-07-06T20:57:12.740Z
instagram-stream,Instagram Stream,https://www.wix.com/app-market/web-solution/instagram-stream,Marketing,4,584,,POWR,Keep your site fresh with Insta content,true,https://static.wixstatic.com/media/829a0c_e07951ac51774453ba08eec1acf05793~mv2.png/v1/fill/829a0c_e07951ac51774453ba08eec1acf05793~mv2.png,,2025-07-06T20:57:16.053Z
tiktok-feed,TikTok Feed,https://www.wix.com/app-market/web-solution/tiktok-feed,Marketing,4.2,11,,PURPLE,Elevate Your Website with Stylish Tiktok Feed,true,https://static.wixstatic.com/media/1fff64_092276486329497e800983c251595b57~mv2.png/v1/fill/1fff64_092276486329497e800983c251595b57~mv2.png,,2025-07-06T20:57:16.137Z
fyrebox-quizzes,Fyrebox Quiz Maker,https://www.wix.com/app-market/web-solution/fyrebox-quizzes,Other,3.1,84,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Create interactive quizzes for your website,true,https://static.wixstatic.com/media/a06177_278bb5f6496844cf9679c1a232575063~mv2.png/v1/fill/a06177_278bb5f6496844cf9679c1a232575063~mv2.png,,2025-07-06T20:57:16.442Z
websitespeedy,Website Speedy - load faster,https://www.wix.com/app-market/web-solution/websitespeedy,Communication,4.9,238,,MakkPress Technologies14 day,Boost loading speed | Accelerate performance,true,https://static.wixstatic.com/media/1b6454_ec7b56ac57864500abc89171bc60734d~mv2.png/v1/fill/1b6454_ec7b56ac57864500abc89171bc60734d~mv2.png,,2025-07-06T20:57:16.561Z
seo-rush-all-in-one-platform,SEO RUSH -- SEO Booster,https://www.wix.com/app-market/web-solution/seo-rush-all-in-one-platform,Marketing,4.9,24,,Marketing & SEO Tools,"Keywords, Optimization, Backlinks & SEO Blog",true,https://static.wixstatic.com/media/201b42_cd598cc51fd442c08fda4e90ac14c6aa~mv2.jpg/v1/fill/201b42_cd598cc51fd442c08fda4e90ac14c6aa~mv2.jpg,,2025-07-06T20:57:16.708Z
humanz-lite,Humanz Lite,https://www.wix.com/app-market/web-solution/humanz-lite,Other,2.5,2,,Humanz,Boosting your influencer marketing,true,https://static.wixstatic.com/media/984dd0_50a7bc272a13433cbccc43f4a3a560af~mv2.png/v1/fill/984dd0_50a7bc272a13433cbccc43f4a3a560af~mv2.png,,2025-07-06T20:57:16.831Z
instagram-follow-us,Instagram - Follow Us,https://www.wix.com/app-market/web-solution/instagram-follow-us,Marketing,4.9,276,,Smartarget,Promote your Instagram profile on your website,true,https://static.wixstatic.com/media/0d1dde_e02fe03a48724f0f836181053bcf9318~mv2.png/v1/fill/0d1dde_e02fe03a48724f0f836181053bcf9318~mv2.png,,2025-07-06T20:57:16.969Z
rankingcoach-seo,rankingCoach Get Found Online,https://www.wix.com/app-market/web-solution/rankingcoach-seo,Marketing,4.6,207,,rankingCoach GmbH,"Boost Google rankings with AI SEO, Ads, Reviews",true,https://static.wixstatic.com/media/5bd5dc_9c2df04b1d064b73b02259facced3360~mv2.png/v1/fill/5bd5dc_9c2df04b1d064b73b02259facced3360~mv2.png,,2025-07-06T20:57:17.094Z
links4u,Links4u - Publish Your Website,https://www.wix.com/app-market/web-solution/links4u,Other,4.9,680,,Marketing & SEO Tools,Get Links to your Site & Boost Traffic,true,https://static.wixstatic.com/media/87ab8b_4c9e3238dd2f4fb6979d612cb7c5afdb~mv2.png/v1/fill/87ab8b_4c9e3238dd2f4fb6979d612cb7c5afdb~mv2.png,,2025-07-06T20:57:17.286Z
message-bar-smartarget,Message Bar Smartarget,https://www.wix.com/app-market/web-solution/message-bar-smartarget,Other,4.6,42,,Smartarget,Show a Message Bar on your website,true,https://static.wixstatic.com/media/0d1dde_dbaad0c8a52e47ac8cd1b949a21bb052~mv2.png/v1/fill/0d1dde_dbaad0c8a52e47ac8cd1b949a21bb052~mv2.png,,2025-07-06T20:57:17.487Z
site-booster,Site Booster,https://www.wix.com/app-market/web-solution/site-booster,Tools & Widgets,3.9,859,,AppSharp,Get found on search engines & boost traffic,true,https://static.wixstatic.com/media/8f2103_06257fe22a44460eb90299097508551e~mv2.png/v1/fill/8f2103_06257fe22a44460eb90299097508551e~mv2.png,,2025-07-06T20:57:17.587Z
mercuri-ai-with-chatgpt,"Mercuri: SMS, WhatsApp & AI",https://www.wix.com/app-market/web-solution/mercuri-ai-with-chatgpt,Communication,5,34,,Mercuri CX,AI Agents to help you with Marketing & Support,true,https://static.wixstatic.com/media/38a5a7_b60808fb05864935a63963c8c6584ace~mv2.jpeg/v1/fill/38a5a7_b60808fb05864935a63963c8c6584ace~mv2.jpeg,,2025-07-06T20:57:17.720Z
reputesales-boost-traffic,ReputeSales: Boost Traffic,https://www.wix.com/app-market/web-solution/reputesales-boost-traffic,Tools & Widgets,3.6,9,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Get found on search engines & boost traffic,true,https://static.wixstatic.com/media/8007fa_45306caf8ff6463fbbb52c55e1b06b63~mv2.png/v1/fill/8007fa_45306caf8ff6463fbbb52c55e1b06b63~mv2.png,,2025-07-06T20:57:17.834Z
listings-zone,Listings Zone- Listing Booster,https://www.wix.com/app-market/web-solution/listings-zone,Marketing,5,35,,Marketing & SEO Tools,Boost Google Visibility and Drive More Traffic,true,https://static.wixstatic.com/media/201b42_c356716823464b8e94d8c2bb5ff1fdb2~mv2.png/v1/fill/201b42_c356716823464b8e94d8c2bb5ff1fdb2~mv2.png,,2025-07-06T20:57:17.939Z
easy-seo,Easy SEO Backlinks Booster,https://www.wix.com/app-market/web-solution/easy-seo,Marketing,4.9,487,,Marketing & SEO Tools,"Auto-Backlinks, Fast Loading: Skyrocket SEO",true,https://static.wixstatic.com/media/87ab8b_f76539c1ae9b433e96a21ae0273b6201~mv2.png/v1/fill/87ab8b_f76539c1ae9b433e96a21ae0273b6201~mv2.png,,2025-07-06T20:57:18.034Z
instagram-followers-counter,Instagram Follow Us & Counter,https://www.wix.com/app-market/web-solution/instagram-followers-counter,Marketing,4.9,381,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Link your Instagram feed and get more followers,true,https://static.wixstatic.com/media/e4256a_16d113bb29764ef09730d608dac0d928~mv2.png/v1/fill/e4256a_16d113bb29764ef09730d608dac0d928~mv2.png,,2025-07-06T20:57:18.186Z
notify-customers,Notify Customers,https://www.wix.com/app-market/web-solution/notify-customers,Design & Content,4.6,15,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Keep customers coming back with text campaigns,true,https://static.wixstatic.com/media/c71130_6c71068588ff49cf97b2b1cdbaa58b36~mv2.png/v1/fill/c71130_6c71068588ff49cf97b2b1cdbaa58b36~mv2.png,as much as needed through Notify.NOteam Notify CustomersThanks so much for the positive feedback! We're glad you're able to keep in touch with your customers through our messaging app.,2025-07-06T20:57:18.295Z
page-booster-instant-results,Speed Booster - Faster Website,https://www.wix.com/app-market/web-solution/page-booster-instant-results,Communication,4.8,299,,Marketing & SEO Tools,Instant Speed & Performance Boost + Rank Tracker,true,https://static.wixstatic.com/media/87ab8b_273b2b11a42a4422bf72913937d8dc94~mv2.png/v1/fill/87ab8b_273b2b11a42a4422bf72913937d8dc94~mv2.png,,2025-07-06T20:57:18.385Z
sms-notifications-by-mkp,SMS Blast,https://www.wix.com/app-market/web-solution/sms-notifications-by-mkp,Other,4.7,214,,MarketPushApps,"SMS Marketing, Alerts & Reminders",true,https://static.wixstatic.com/media/19e924_8d2258e672ca4f04bc6c80dd570b5525~mv2.png/v1/fill/19e924_8d2258e672ca4f04bc6c80dd570b5525~mv2.png,,2025-07-06T20:57:18.463Z
whatsapp-notifications-by-mkp,WhatsApp Notifications by MKP,https://www.wix.com/app-market/web-solution/whatsapp-notifications-by-mkp,Communication,4.5,33,,MKPBy MarketPushApps,Keep everyone updated using WhatsApp messages,true,https://static.wixstatic.com/media/33caa7_13c1f3e1903f45c78e1f88b6a0b82aa6~mv2.png/v1/fill/33caa7_13c1f3e1903f45c78e1f88b6a0b82aa6~mv2.png,using WhatsApp messages 4.533 reviewsFrom €6.67 / month012345WhatsApp Notifications by MKP overviewSend yourself and your customers WhatsApp messages for important website events.Use Site Owner Alerts and receive WhatsApp message for updates on Stores,2025-07-06T20:57:18.547Z
seoly-complete-seo-solution,SEOly - Marketing Booster,https://www.wix.com/app-market/web-solution/seoly-complete-seo-solution,Marketing,4.9,256,,Marketing & SEO Tools,Boost Traffic & Get New Leads and Customers,true,https://static.wixstatic.com/media/87ab8b_dadbf640db7c46b89d40494aede3c847~mv2.png/v1/fill/87ab8b_dadbf640db7c46b89d40494aede3c847~mv2.png,,2025-07-06T20:57:18.641Z
abandoned-cart-order-updates,Shopscript: SMS Marketing,https://www.wix.com/app-market/web-solution/abandoned-cart-order-updates,eCommerce,4.2,39,,Distro Inc,Marketing & Transactional SMS for Wix stores,true,https://static.wixstatic.com/media/5264d7_3b5a4c5a511f49d8959ca93136a2d203~mv2.png/v1/fill/5264d7_3b5a4c5a511f49d8959ca93136a2d203~mv2.png,,2025-07-06T20:57:18.853Z
upai-better-domain-rating,UpAI: Better Domain Rating,https://www.wix.com/app-market/web-solution/upai-better-domain-rating,Design & Content,1,1,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Elevate Your Domain Authority Today,true,https://static.wixstatic.com/media/bec40d_43dce3bf7173498eb2cbe073e3fa70fc~mv2.png/v1/fill/bec40d_43dce3bf7173498eb2cbe073e3fa70fc~mv2.png,,2025-07-06T20:57:18.987Z
seenon-get-featured-on-news,SeenOn: Get Featured on News,https://www.wix.com/app-market/web-solution/seenon-get-featured-on-news,Other,1,2,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Catapult your brand with guaranteed publicity,true,https://static.wixstatic.com/media/bec40d_18f3acd979c24d1f943f8a04272a1d47~mv2.png/v1/fill/bec40d_18f3acd979c24d1f943f8a04272a1d47~mv2.png,,2025-07-06T20:57:19.057Z
contact-collection,Contact Collection,https://www.wix.com/app-market/web-solution/contact-collection,Communication,4.4,85,,Contact Collection LLC,Collect more email leads directly to Mailchimp,true,https://static.wixstatic.com/media/35e194_453fa299ece043078bb4ccdd1cb7a4ec~mv2.png/v1/fill/35e194_453fa299ece043078bb4ccdd1cb7a4ec~mv2.png,,2025-07-06T20:57:19.123Z
mailing-list,Mailing List Email Sign Up,https://www.wix.com/app-market/web-solution/mailing-list,Design & Content,4.5,246,,POWR,Collect emails and grow your audience,true,https://static.wixstatic.com/media/829a0c_d2947fd8aa8a476996d4f65f3eaa8b4c~mv2.png/v1/fill/829a0c_d2947fd8aa8a476996d4f65f3eaa8b4c~mv2.png,,2025-07-06T20:57:19.235Z
rabbit-seo,Rabbit SEO Traffic Booster,https://www.wix.com/app-market/web-solution/rabbit-seo,Marketing,4.9,1524,,Marketing & SEO Tools,Drive traffic to your site & get higher ranks,true,https://static.wixstatic.com/media/87ab8b_9b0d82b587f04a0d81d1a2539553c252~mv2.png/v1/fill/87ab8b_9b0d82b587f04a0d81d1a2539553c252~mv2.png,,2025-07-06T20:57:19.309Z
omnisend-integration-by-poco,PoCo Omnisend Email Marketing,https://www.wix.com/app-market/web-solution/omnisend-integration-by-poco,Developer Tools,4.6,28,"75,000+",Presto-Changeo,"Boost sales with Newsletters, Pop Ups & SMS",true,https://static.wixstatic.com/media/56c7a4_2f95ec911dd9426ea4b37c1a068c1a59~mv2.png/v1/fill/56c7a4_2f95ec911dd9426ea4b37c1a068c1a59~mv2.png,,2025-07-06T20:57:19.388Z
privy-integration,Privy,https://www.wix.com/app-market/web-solution/privy-integration,Developer Tools,4,27,,Privy,"Email Marketing, Pop Ups, & SMS Automation",true,https://static.wixstatic.com/media/c02199_1ad88daccbb1496aba92d179a68ffb7f~mv2.png/v1/fill/c02199_1ad88daccbb1496aba92d179a68ffb7f~mv2.png,,2025-07-06T20:57:19.472Z
email-marketing-with-gmail,Email Marketing With Gmail,https://www.wix.com/app-market/web-solution/email-marketing-with-gmail,Marketing,4.7,12,,MarketPushApps,Send Email Marketing campaigns using your Gmail,true,https://static.wixstatic.com/media/c7fe21_96a8ba7adfd74c65a840cbffa8da993b~mv2.png/v1/fill/c7fe21_96a8ba7adfd74c65a840cbffa8da993b~mv2.png,,2025-07-06T20:57:19.551Z
mailchimp,Mailchimp,https://www.wix.com/app-market/web-solution/mailchimp,Design & Content,3.7,51,,Intuit Mailchimp,"Boost traffic with email, SMS, and automation",true,https://static.wixstatic.com/media/da8db3_3a8cf0e531a34290a9f98dadb611180b~mv2.png/v1/fill/da8db3_3a8cf0e531a34290a9f98dadb611180b~mv2.png,,2025-07-06T20:57:19.626Z
coupon-x-discount-code-pop-ups,Coupon X Discount Code Pop Ups,https://www.wix.com/app-market/web-solution/coupon-x-discount-code-pop-ups,Developer Tools,5,356,,Poptin LTD,Discount Pop Ups & Coupon Code Sales Popups,true,https://static.wixstatic.com/media/311930_6c3bd7faebf3450483a59c746487ac81~mv2.png/v1/fill/311930_6c3bd7faebf3450483a59c746487ac81~mv2.png,,2025-07-06T20:57:19.705Z
popify-sales-pop-ups,Popup Coupon & Discounts by Popify,https://www.wix.com/app-market/web-solution/popify-sales-pop-ups,Marketing,4.9,393,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""","Show Recent sales, Email Popup & Coupons",true,https://static.wixstatic.com/media/cfd257_d175116741ab487a83c930e270d4a6b3~mv2.png/v1/fill/cfd257_d175116741ab487a83c930e270d4a6b3~mv2.png,,2025-07-06T20:57:19.777Z
pop-convert,Pop Convert,https://www.wix.com/app-market/web-solution/pop-convert,Marketing,4.9,260,,CartKit,Popups and banners to collect emails and phones,true,https://static.wixstatic.com/media/87a9b2_19c82040094a4d54a3c78cd96c16ceb3~mv2.png/v1/fill/87a9b2_19c82040094a4d54a3c78cd96c16ceb3~mv2.png,,2025-07-06T20:57:19.850Z
personizely,Personizely: Popups & Upsell,https://www.wix.com/app-market/web-solution/personizely,Other,5,344,,Personizely,"Boost sales with popups, upsells & a/b testing",true,https://static.wixstatic.com/media/d7d01c_5004ba7f3af341e58fa0b5c8e47c512b~mv2.png/v1/fill/d7d01c_5004ba7f3af341e58fa0b5c8e47c512b~mv2.png,,2025-07-06T20:57:19.928Z
promolayer,"Email, Coupon & sales popup",https://www.wix.com/app-market/web-solution/promolayer,Marketing,5,281,,Peak Digital,"Used by Pros. Next gen, fast popups",true,https://static.wixstatic.com/media/f88a37_6928601cfcec4765a72744eb4df6fcaf~mv2.jpg/v1/fill/f88a37_6928601cfcec4765a72744eb4df6fcaf~mv2.jpg,,2025-07-06T20:57:19.999Z
smartarget-popup,Popup - Sales & Promotions,https://www.wix.com/app-market/web-solution/smartarget-popup,Other,4.8,256,,Smartarget,Increase sales using engaging Pop Up,true,https://static.wixstatic.com/media/0d1dde_13c696d02658423fad56e0ed455b2318~mv2.png/v1/fill/0d1dde_13c696d02658423fad56e0ed455b2318~mv2.png,,2025-07-06T20:57:20.085Z
google-shopping-by-shopupz,Google Shopping by shopUpz,https://www.wix.com/app-market/web-solution/google-shopping-by-shopupz,Marketing,5,9,,shopUpzBy shopUpz Inventory 14 day,Google listings & Ads to Google Shopping,true,https://static.wixstatic.com/media/f31690_f0b21e24ab8345979c135bf4bdd0928b~mv2.png/v1/fill/f31690_f0b21e24ab8345979c135bf4bdd0928b~mv2.png,,2025-07-06T20:57:20.160Z
litcommerce-product-feeds,LitCommerce Product Feeds,https://www.wix.com/app-market/web-solution/litcommerce-product-feeds,eCommerce,5,1,,LitCommerce,"Advertise products on Google, Bing, Facebook +",true,https://static.wixstatic.com/media/e7d95f_dc4df0cb48694a57ba57d1a848b11940~mv2.png/v1/fill/e7d95f_dc4df0cb48694a57ba57d1a848b11940~mv2.png,with flexible schedules.,2025-07-06T20:57:20.225Z
adblocker-detector,Adblocker Detector,https://www.wix.com/app-market/web-solution/adblocker-detector,Site Management,4,4,,MarketPushApps7 day,Earn more - Ask Visitors to disable Adblocker,true,https://static.wixstatic.com/media/19e924_dabbb239a60243d69ff2f0ce9256bf2e~mv2.png/v1/fill/19e924_dabbb239a60243d69ff2f0ce9256bf2e~mv2.png,,2025-07-06T20:57:20.304Z
releva-nz,Releva.nz Dynamic Retargeting,https://www.wix.com/app-market/web-solution/releva-nz,Other,1,2,,releva GmbH,Turn your store visitors into buyers,true,https://static.wixstatic.com/media/1bb181_393c5eb8ae7840ee88abf57a62d2aeb8~mv2.png/v1/fill/1bb181_393c5eb8ae7840ee88abf57a62d2aeb8~mv2.png,,2025-07-06T20:57:20.395Z
google-merchant-solutions,Google & YouTube,https://www.wix.com/app-market/web-solution/google-merchant-solutions,Marketing,1,1,,Wix,Get your products found on Google & YouTube,true,https://static.wixstatic.com/media/6d230e_49d71843c61d43a892b27f8d74e436d8~mv2.png/v1/fill/6d230e_49d71843c61d43a892b27f8d74e436d8~mv2.png,,2025-07-06T20:57:20.465Z
adscale-google-ads-shopping,"Facebook Ads, Google Ads & AI",https://www.wix.com/app-market/web-solution/adscale-google-ads-shopping,Marketing,3,2,,AdScale,New: Get more sales with AI-Advertising.,true,https://static.wixstatic.com/media/94e1b0_09c139ee1b3c448a8705b7d1c16fd1f4~mv2.png/v1/fill/94e1b0_09c139ee1b3c448a8705b7d1c16fd1f4~mv2.png,,2025-07-06T20:57:20.542Z
